Original Search Term;Is identified;Original Product Cost ($USD);Shipping From;AID;Product Title;Description;UPCs;EANs;ASIN;Recommended;Recommended in Amazon US;Recommended in Amazon CA;Recommended in eBay US;Recommended in Walmart US;MSRP (USD);Is identified in Amazon US;Identification type Amazon US;Amazon US ASIN;Shipping to US by:;Shipping cost to US;Taxonomy: Amazon US Category Tree;Amazon US Total Sales (USD);Amazon US Estimated Unit Sales Per Month;Amazon US Sales Estimated On;Amazon US Price (USD);Amazon US Buy Box Price (USD);Amazon US Seller Offer : Id;Amazon US Seller Offer : Name;Amazon US Seller Offer : Price;Amazon US Seller Offer : Is Prime Eligible;Amazon US Seller Offer : Is Buy Box Winner;Offered by Amazon US;Amazon US is FBA;Amazon US Listing URL;Amazon US Demand;Amazon US % Profit;Amazon US Local Category Name;Amazon US Local Amazon Rank;Amazon US Local Sub Category Name;Amazon US Local Sub Category Rank;Amazon US Promotions : Frequently Bought Together;Amazon US Offerings;Amazon US % Profit;Amazon US Profit (USD);Amazon US Market fee (USD);Amazon US FBA fee (USD);Amazon US Tax (USD);Amazon US Insights;Is identified in Amazon CA;Identification type Amazon CA;Amazon CA ASIN;Shipping to CA by:;Shipping cost to CA;Taxonomy: Amazon CA Category Tree;Amazon CA Total Sales (USD);Amazon CA Estimated Unit Sales Per Month;Amazon CA Price (USD);Amazon CA Buy Box Price (USD);Offered by Amazon CA;Amazon CA is FBA;Amazon CA Listing URL;Amazon CA Demand;Amazon CA % Profit;Amazon CA Local Category Name;Amazon CA Local Amazon Rank;Amazon CA Local Sub Category Name;Amazon CA Local Sub Category Rank;Amazon CA Offerings;Amazon CA % Profit;Amazon CA Profit (USD);Amazon CA Market fee (USD);Amazon CA FBA fee (USD);Amazon CA Tax (USD);Amazon CA Insights;Is identified in eBay US;Identification type eBay US;eBay US eBay Item ID;Shipping to US by:;Shipping cost to US;Taxonomy: eBay US Category Tree;eBay US Total Sales (USD);eBay US Estimated Unit Sales Per Month;eBay US Price (USD);eBay US Listing URL;eBay US Demand;eBay US % Profit;eBay US Local Category Name;eBay US Local Amazon Rank;eBay US % Profit;eBay US Profit (USD);eBay US Market fee (USD);eBay US PayPal fee (USD);eBay US Tax (USD);eBay US Insights;Is identified in Walmart US;Identification type Walmart US;Walmart US Walmart Item ID;Shipping to US by:;Shipping cost to US;Taxonomy: Walmart US Category Tree;Walmart US Price (USD);Walmart US Listing URL;Walmart US Demand;Walmart US % Profit;Walmart US Local Category Name;Walmart US Local Amazon Rank;Walmart US % Profit;Walmart US Profit (USD);Walmart US Market fee (USD);Walmart US Tax (USD);Walmart US Insights;Brand Name;Model;Color;Width (inch);Height (inch);Length (inch);Weight (pound);Package Width (inch);Package Height (inch);Package Length (inch);Package Weight (pound);Package Origin;Enhanced Data: Part Number;Enhanced Data: Authors;Image URL
786936805888;true;1.0;US;AIDV1YEKB001;The Last Song;;[786936805888];[0786936805888];B003NHRIW0;false;false;false;false;;06/25/2024;true;ID;B003NHRIW0;USPS;3.79;Movies & TV > Custom Stores > Genre for Featured Categories;;;;;;A2BJZWG7GVG6KY;IDshop Records;02/23/2024;false;false;;;https://www.amazon.com/dp/B003NHRIW0;UNAVAILABLE;;Movies & TV;;Movies;;;;;;;;;Out of Stock listing;true;ID;B003NHRIW0;USPS;16.46;Movies & TV > Custom Stores > Genre for Featured Categories;;;10.87;; Yes but currently out of stock;false;https://www.amazon.ca/dp/B003NHRIW0;UNAVAILABLE;-82.0;Movies & TV;;Movies;;2;-82.0;-8.86;01/25/2024;03/27/2024;01/02/2024;Listing price includes shipping;true;keywords;266375612131;USPS;3.79;DVDs & Movies;0.0;0;13.17;https://rover.ebay.com/rover/1/711-53200-19255-0/1?ff3=2&toolid=10044&campid=5337909775&customid=algopix-web&lgeo=1&vectorid=229466&item=266375612131;UNAVAILABLE;49.0;;;49.0;6.51;01/19/2024;0.68;0.00;"Listing identified using keywords ; Listing price includes shipping";false;;;;;;;;;;;;;;;;;WALT DISNEY;;;;;;0.18;5.42;0.58;07/01/2024;0.18;OFFICIAL;Data could not be retrieved;Data could not be retrieved;https://m.media-amazon.com/images/I/51KIKImsA-L.jpg
85392874811;true;1.0;US;Could not identify the product from a valid resource;;;[085392874811];[0085392874811];B0000BWTIG;false;;false;false;;9.93;false;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;true;ID;B0000BWTIG;;;;21.98;2;10.99;; Yes but currently out of stock;false;https://www.amazon.ca/dp/B0000BWTIG;LOW;70.0;Dvd;114155;Dvd;114155;1;70.0;7.74;01/22/2024;;01/04/2024;Listing price includes shipping;true;keywords;226058376447;;;DVDs & Movies;0.0;0;12.99;https://rover.ebay.com/rover/1/711-53200-19255-0/1?ff3=2&toolid=10044&campid=5337909775&customid=algopix-web&lgeo=1&vectorid=229466&item=226058376447;UNAVAILABLE;78.0;;;78.0;10/14/2024;01/17/2024;0.68;0.00;"Listing identified using keywords ; Listing price includes shipping";false;;;;;;;;;;;;;;;;;;;;;;;1.00;;;;;;Data could not be retrieved;Data could not be retrieved;https://m.media-amazon.com/images/I/51GF0SJCM1L.jpg
